publish_date,neg,neu,pos,compound,sentiment
2017-01-22,0.134,0.753,0.113,-0.9993,negative
2017-01-23,0.124,0.773,0.103,-0.9994,negative
2017-01-24,0.143,0.759,0.099,-0.9999,negative
2017-01-25,0.13,0.784,0.085,-0.9999,negative
2017-01-26,0.127,0.763,0.11,-0.9993,negative
2017-01-27,0.098,0.79,0.111,0.9975,positive
2017-01-28,0.138,0.771,0.09,-0.9999,negative
2017-01-29,0.136,0.761,0.104,-0.9998,negative
2017-01-30,0.134,0.762,0.104,-0.9997,negative
2017-01-31,0.129,0.777,0.094,-0.9998,negative
2017-02-01,0.153,0.75,0.097,-0.9999,negative
2017-02-02,0.118,0.759,0.123,-0.5009,negative
2017-02-03,0.124,0.769,0.107,-0.9991,negative
2017-02-04,0.14,0.76,0.099,-0.9998,negative
2017-02-05,0.13,0.771,0.099,-0.9997,negative
2017-02-06,0.141,0.747,0.113,-0.9998,negative
2017-02-07,0.15,0.769,0.081,-0.9999,negative
2017-02-08,0.137,0.756,0.107,-0.9997,negative
2017-02-09,0.16,0.761,0.079,-1.0,negative
2017-02-10,0.126,0.776,0.099,-0.9997,negative
2017-02-11,0.144,0.759,0.097,-0.9999,negative
2017-02-12,0.149,0.745,0.105,-0.9999,negative
2017-02-13,0.115,0.771,0.114,0.8419,positive
2017-02-14,0.143,0.752,0.104,-0.9998,negative
2017-02-15,0.133,0.745,0.123,-0.9979,negative
2017-02-16,0.148,0.762,0.089,-0.9999,negative
2017-02-17,0.13,0.776,0.094,-0.9998,negative
2017-02-18,0.125,0.775,0.1,-0.9995,negative
2017-02-19,0.144,0.757,0.099,-0.9998,negative
2017-02-20,0.129,0.77,0.101,-0.9996,negative
2017-02-21,0.136,0.791,0.073,-0.9999,negative
2017-02-22,0.115,0.803,0.082,-0.9997,negative
2017-02-23,0.126,0.807,0.067,-0.9999,negative
2017-02-24,0.129,0.76,0.112,-0.9992,negative
2017-02-25,0.16,0.758,0.082,-1.0,negative
2017-02-26,0.137,0.765,0.098,-0.9998,negative
2017-02-27,0.147,0.745,0.108,-0.9998,negative
2017-02-28,0.13,0.79,0.08,-0.9999,negative
2017-03-01,0.14,0.784,0.076,-0.9999,negative
2017-03-02,0.127,0.788,0.085,-0.9999,negative
2017-03-03,0.141,0.779,0.08,-0.9999,negative
2017-03-04,0.158,0.753,0.089,-0.9999,negative
2017-03-05,0.12,0.772,0.108,-0.9984,negative
2017-03-06,0.115,0.795,0.089,-0.9994,negative
2017-03-07,0.113,0.813,0.074,-0.9998,negative
2017-03-08,0.121,0.794,0.084,-0.9998,negative
2017-03-09,0.116,0.8,0.084,-0.9996,negative
2017-03-10,0.116,0.791,0.093,-0.9995,negative
2017-03-11,0.118,0.783,0.099,-0.9992,negative
2017-03-12,0.119,0.773,0.108,-0.9978,negative
2017-03-13,0.123,0.768,0.109,-0.9985,negative
2017-03-14,0.114,0.781,0.106,-0.9961,negative
2017-03-15,0.131,0.765,0.104,-0.9997,negative
2017-03-16,0.13,0.78,0.09,-0.9998,negative
2017-03-17,0.132,0.784,0.084,-0.9998,negative
2017-03-18,0.138,0.781,0.081,-0.9999,negative
2017-03-19,0.13,0.781,0.089,-0.9998,negative
2017-03-20,0.118,0.778,0.104,-0.9987,negative
2017-03-21,0.12,0.8,0.08,-0.9997,negative
2017-03-22,0.148,0.773,0.079,-0.9999,negative
2017-03-23,0.133,0.793,0.074,-0.9999,negative
2017-03-24,0.131,0.771,0.098,-0.9997,negative
2017-03-25,0.141,0.77,0.089,-0.9999,negative
2017-03-26,0.141,0.771,0.088,-0.9999,negative
2017-03-27,0.129,0.794,0.077,-0.9999,negative
2017-03-28,0.092,0.842,0.067,-0.9989,negative
2017-03-29,0.121,0.791,0.088,-0.9997,negative
2017-03-30,0.159,0.762,0.079,-1.0,negative
2017-03-31,0.109,0.812,0.079,-0.9996,negative
2017-04-01,0.134,0.777,0.089,-0.9999,negative
2017-04-02,0.102,0.802,0.095,-0.988,negative
2017-04-03,0.131,0.786,0.083,-0.9998,negative
2017-04-04,0.143,0.766,0.091,-0.9999,negative
2017-04-05,0.142,0.773,0.085,-0.9999,negative
2017-04-06,0.12,0.802,0.078,-0.9998,negative
2017-04-07,0.12,0.816,0.064,-0.9998,negative
2017-04-08,0.134,0.77,0.095,-0.9998,negative
2017-04-09,0.122,0.774,0.104,-0.9994,negative
2017-04-10,0.128,0.793,0.08,-0.9998,negative
2017-04-11,0.147,0.764,0.089,-0.9999,negative
2017-04-12,0.144,0.746,0.11,-0.9998,negative
2017-04-13,0.125,0.79,0.085,-0.9998,negative
2017-04-14,0.14,0.757,0.103,-0.9998,negative
2017-04-15,0.156,0.742,0.102,-0.9999,negative
2017-04-16,0.13,0.772,0.097,-0.9997,negative
2017-04-17,0.117,0.798,0.085,-0.9997,negative
2017-04-18,0.141,0.774,0.085,-0.9999,negative
2017-04-19,0.136,0.776,0.088,-0.9999,negative
2017-04-20,0.123,0.783,0.094,-0.9996,negative
2017-04-21,0.14,0.792,0.068,-0.9999,negative
2017-04-22,0.134,0.782,0.085,-0.9999,negative
2017-04-23,0.139,0.777,0.084,-0.9999,negative
2017-04-24,0.129,0.758,0.113,-0.9993,negative
2017-04-25,0.128,0.775,0.097,-0.9997,negative
2017-04-26,0.1,0.818,0.082,-0.9988,negative
2017-04-27,0.137,0.766,0.097,-0.9998,negative
2017-04-28,0.131,0.773,0.096,-0.9998,negative
2017-04-29,0.144,0.761,0.095,-0.9999,negative
2017-04-30,0.113,0.786,0.101,-0.9988,negative
2017-05-01,0.145,0.759,0.097,-0.9999,negative
2017-05-02,0.131,0.772,0.097,-0.9998,negative
2017-05-03,0.133,0.768,0.099,-0.9998,negative
2017-05-04,0.15,0.757,0.093,-0.9999,negative
2017-05-05,0.139,0.763,0.097,-0.9998,negative
2017-05-06,0.138,0.77,0.092,-0.9999,negative
2017-05-07,0.142,0.763,0.095,-0.9999,negative
2017-05-08,0.115,0.773,0.112,-0.9839,negative
2017-05-09,0.133,0.78,0.087,-0.9998,negative
2017-05-10,0.122,0.791,0.087,-0.9998,negative
2017-05-11,0.137,0.761,0.102,-0.9998,negative
2017-05-12,0.14,0.777,0.083,-0.9999,negative
2017-05-13,0.11,0.817,0.073,-0.9997,negative
2017-05-14,0.135,0.769,0.096,-0.9998,negative
2017-05-15,0.128,0.775,0.097,-0.9997,negative
2017-05-16,0.111,0.794,0.095,-0.999,negative
2017-05-17,0.125,0.809,0.066,-0.9999,negative
2017-05-18,0.121,0.786,0.093,-0.9996,negative
2017-05-19,0.129,0.783,0.088,-0.9999,negative
2017-05-20,0.13,0.791,0.079,-0.9999,negative
2017-05-21,0.14,0.769,0.091,-0.9999,negative
2017-05-22,0.128,0.761,0.111,-0.9994,negative
2017-05-23,0.136,0.777,0.087,-0.9999,negative
2017-05-24,0.126,0.779,0.095,-0.9997,negative
2017-05-25,0.112,0.813,0.075,-0.9997,negative
2017-05-26,0.147,0.768,0.085,-0.9999,negative
2017-05-27,0.125,0.785,0.09,-0.9998,negative
2017-05-28,0.132,0.767,0.101,-0.9997,negative
2017-05-29,0.136,0.779,0.084,-0.9999,negative
2017-05-30,0.135,0.765,0.101,-0.9997,negative
2017-05-31,0.138,0.773,0.089,-0.9999,negative
2017-06-01,0.134,0.771,0.095,-0.9998,negative
2017-06-02,0.137,0.765,0.098,-0.9998,negative
2017-06-03,0.156,0.76,0.084,-0.9999,negative
2017-06-04,0.161,0.752,0.087,-0.9999,negative
2017-06-05,0.144,0.746,0.11,-0.9998,negative
2017-06-06,0.135,0.775,0.09,-0.9998,negative
2017-06-07,0.145,0.777,0.078,-0.9999,negative
2017-06-08,0.134,0.786,0.08,-0.9999,negative
2017-06-09,0.129,0.788,0.083,-0.9998,negative
2017-06-10,0.147,0.766,0.087,-0.9999,negative
2017-06-11,0.14,0.759,0.101,-0.9998,negative
2017-06-12,0.137,0.753,0.11,-0.9997,negative
2017-06-13,0.127,0.805,0.069,-0.9999,negative
2017-06-14,0.122,0.776,0.102,-0.9994,negative
2017-06-15,0.13,0.789,0.081,-0.9999,negative
2017-06-16,0.113,0.801,0.085,-0.9996,negative
2017-06-17,0.143,0.767,0.09,-0.9999,negative
2017-06-18,0.126,0.768,0.106,-0.9993,negative
2017-06-19,0.127,0.771,0.102,-0.9996,negative
2017-06-20,0.121,0.763,0.116,-0.9944,negative
2017-06-21,0.14,0.758,0.102,-0.9998,negative
2017-06-22,0.138,0.777,0.084,-0.9999,negative
2017-06-23,0.144,0.764,0.092,-0.9999,negative
2017-06-24,0.136,0.762,0.102,-0.9998,negative
2017-06-25,0.123,0.769,0.108,-0.9991,negative
2017-06-26,0.127,0.769,0.104,-0.9992,negative
2017-06-27,0.113,0.786,0.1,-0.9981,negative
2017-06-28,0.134,0.772,0.093,-0.9998,negative
2017-06-29,0.123,0.79,0.086,-0.9998,negative
2017-06-30,0.143,0.769,0.088,-0.9999,negative
2017-07-01,0.122,0.782,0.096,-0.9996,negative
2017-07-02,0.134,0.773,0.093,-0.9998,negative
2017-07-03,0.123,0.797,0.08,-0.9998,negative
2017-07-04,0.135,0.783,0.082,-0.9999,negative
2017-07-05,0.137,0.778,0.086,-0.9999,negative
2017-07-06,0.117,0.798,0.085,-0.9996,negative
2017-07-07,0.134,0.777,0.09,-0.9999,negative
2017-07-08,0.116,0.785,0.099,-0.9991,negative
2017-07-09,0.122,0.787,0.092,-0.9995,negative
2017-07-10,0.166,0.752,0.082,-1.0,negative
2017-07-11,0.133,0.786,0.081,-0.9999,negative
2017-07-12,0.167,0.752,0.081,-1.0,negative
2017-07-13,0.136,0.781,0.083,-0.9999,negative
2017-07-14,0.134,0.786,0.08,-0.9999,negative
2017-07-15,0.14,0.777,0.083,-0.9999,negative
2017-07-16,0.149,0.766,0.085,-0.9999,negative
2017-07-17,0.125,0.78,0.095,-0.9997,negative
2017-07-18,0.11,0.817,0.074,-0.9997,negative
2017-07-19,0.141,0.771,0.088,-0.9999,negative
2017-07-20,0.139,0.769,0.092,-0.9998,negative
2017-07-21,0.097,0.81,0.093,-0.9912,negative
2017-07-22,0.147,0.765,0.087,-0.9999,negative
2017-07-23,0.127,0.78,0.094,-0.9997,negative
2017-07-24,0.135,0.774,0.091,-0.9999,negative
2017-07-25,0.148,0.755,0.096,-0.9999,negative
2017-07-26,0.135,0.78,0.085,-0.9999,negative
2017-07-27,0.141,0.749,0.111,-0.9998,negative
2017-07-28,0.125,0.763,0.113,-0.999,negative
2017-07-29,0.143,0.765,0.092,-0.9999,negative
2017-07-30,0.135,0.766,0.099,-0.9998,negative
2017-07-31,0.109,0.765,0.126,0.9986,positive
2017-08-01,0.129,0.769,0.102,-0.9997,negative
2017-08-02,0.144,0.756,0.1,-0.9999,negative
2017-08-03,0.132,0.75,0.117,-0.9992,negative
2017-08-04,0.135,0.766,0.1,-0.9998,negative
2017-08-05,0.132,0.776,0.092,-0.9998,negative
2017-08-06,0.103,0.787,0.109,0.9929,positive
2017-08-07,0.117,0.775,0.108,-0.9983,negative
2017-08-08,0.123,0.772,0.105,-0.9992,negative
2017-08-09,0.134,0.764,0.102,-0.9997,negative
2017-08-10,0.137,0.764,0.098,-0.9998,negative
2017-08-11,0.151,0.755,0.094,-0.9999,negative
2017-08-12,0.141,0.784,0.075,-0.9999,negative
2017-08-13,0.145,0.759,0.096,-0.9999,negative
2017-08-14,0.122,0.773,0.104,-0.999,negative
2017-08-15,0.131,0.756,0.112,-0.9994,negative
2017-08-16,0.088,0.797,0.115,0.9996,positive
2017-08-17,0.146,0.758,0.096,-0.9999,negative
2017-08-18,0.116,0.803,0.081,-0.9997,negative
2017-08-19,0.137,0.773,0.09,-0.9999,negative
2017-08-20,0.095,0.827,0.078,-0.9988,negative
2017-08-21,0.11,0.804,0.087,-0.9992,negative
2017-08-22,0.126,0.775,0.098,-0.9997,negative
2017-08-23,0.126,0.778,0.097,-0.9997,negative
2017-08-24,0.123,0.781,0.096,-0.9996,negative
2017-08-25,0.102,0.777,0.121,0.998,positive
2017-08-26,0.129,0.769,0.102,-0.9997,negative
2017-08-27,0.149,0.756,0.096,-0.9999,negative
2017-08-28,0.137,0.771,0.093,-0.9998,negative
2017-08-29,0.13,0.769,0.101,-0.9997,negative
2017-08-30,0.141,0.758,0.101,-0.9998,negative
2017-08-31,0.135,0.761,0.104,-0.9998,negative
2017-09-01,0.12,0.788,0.091,-0.9997,negative
2017-09-02,0.151,0.736,0.113,-0.9998,negative
2017-09-03,0.121,0.771,0.108,-0.9992,negative
2017-09-04,0.112,0.781,0.107,-0.9867,negative
2017-09-05,0.117,0.796,0.087,-0.9996,negative
2017-09-06,0.135,0.763,0.102,-0.9998,negative
2017-09-07,0.146,0.761,0.093,-0.9999,negative
2017-09-08,0.152,0.767,0.081,-0.9999,negative
2017-09-09,0.13,0.785,0.086,-0.9998,negative
2017-09-10,0.153,0.737,0.11,-0.9999,negative
2017-09-11,0.117,0.769,0.114,-0.9917,negative
2017-09-12,0.123,0.785,0.092,-0.9996,negative
2017-09-13,0.131,0.771,0.098,-0.9998,negative
2017-09-14,0.131,0.771,0.098,-0.9998,negative
2017-09-15,0.139,0.784,0.077,-0.9999,negative
2017-09-16,0.113,0.807,0.08,-0.9997,negative
2017-09-17,0.139,0.763,0.098,-0.9998,negative
2017-09-18,0.132,0.762,0.106,-0.9995,negative
2017-09-19,0.137,0.778,0.084,-0.9999,negative
2017-09-20,0.126,0.787,0.087,-0.9998,negative
2017-09-21,0.137,0.762,0.101,-0.9998,negative
2017-09-22,0.139,0.769,0.092,-0.9999,negative
2017-09-23,0.112,0.791,0.097,-0.9991,negative
2017-09-24,0.135,0.76,0.105,-0.9997,negative
2017-09-25,0.12,0.765,0.116,-0.996,negative
2017-09-26,0.125,0.762,0.113,-0.9988,negative
2017-09-27,0.107,0.793,0.1,-0.9895,negative
2017-09-28,0.11,0.803,0.088,-0.9992,negative
2017-09-29,0.13,0.752,0.118,-0.9988,negative
2017-09-30,0.091,0.828,0.081,-0.9877,negative
2017-10-01,0.142,0.752,0.106,-0.9998,negative
2017-10-02,0.136,0.777,0.087,-0.9999,negative
2017-10-03,0.138,0.763,0.098,-0.9998,negative
2017-10-04,0.134,0.778,0.088,-0.9999,negative
2017-10-05,0.128,0.765,0.107,-0.9996,negative
2017-10-06,0.134,0.767,0.099,-0.9998,negative
2017-10-07,0.144,0.765,0.091,-0.9999,negative
2017-10-08,0.119,0.785,0.096,-0.9994,negative
2017-10-09,0.141,0.771,0.088,-0.9999,negative
2017-10-10,0.133,0.787,0.079,-0.9999,negative
2017-10-11,0.107,0.835,0.057,-0.9998,negative
2017-10-12,0.124,0.797,0.079,-0.9999,negative
2017-10-13,0.166,0.744,0.09,-1.0,negative
2017-10-14,0.149,0.764,0.088,-0.9999,negative
2017-10-15,0.128,0.769,0.103,-0.9995,negative
2017-10-16,0.13,0.774,0.096,-0.9997,negative
2017-10-17,0.117,0.799,0.085,-0.9997,negative
2017-10-18,0.11,0.782,0.107,-0.9929,negative
2017-10-19,0.127,0.745,0.128,-0.9828,negative
2017-10-20,0.12,0.77,0.11,-0.9982,negative
2017-10-21,0.154,0.749,0.097,-0.9999,negative
2017-10-22,0.145,0.756,0.098,-0.9999,negative
2017-10-23,0.12,0.78,0.1,-0.9993,negative
2017-10-24,0.127,0.781,0.092,-0.9997,negative
2017-10-25,0.133,0.768,0.1,-0.9998,negative
2017-10-26,0.128,0.761,0.111,-0.9991,negative
2017-10-27,0.107,0.789,0.104,-0.988,negative
2017-10-28,0.159,0.759,0.082,-0.9999,negative
2017-10-29,0.12,0.792,0.088,-0.9997,negative
2017-10-30,0.139,0.77,0.091,-0.9999,negative
2017-10-31,0.155,0.76,0.085,-0.9999,negative
2017-11-01,0.11,0.807,0.083,-0.9992,negative
2017-11-02,0.136,0.751,0.113,-0.9997,negative
2017-11-03,0.14,0.759,0.101,-0.9998,negative
2017-11-04,0.114,0.807,0.079,-0.9997,negative
2017-11-05,0.119,0.785,0.096,-0.9992,negative
2017-11-06,0.135,0.766,0.1,-0.9997,negative
2017-11-07,0.128,0.781,0.091,-0.9998,negative
2017-11-08,0.148,0.76,0.091,-0.9999,negative
2017-11-09,0.137,0.772,0.09,-0.9999,negative
2017-11-10,0.14,0.764,0.096,-0.9999,negative
2017-11-11,0.155,0.757,0.088,-0.9999,negative
2017-11-12,0.134,0.78,0.086,-0.9999,negative
2017-11-13,0.137,0.772,0.09,-0.9998,negative
2017-11-14,0.147,0.767,0.085,-0.9999,negative
2017-11-15,0.101,0.833,0.066,-0.9995,negative
2017-11-16,0.158,0.759,0.083,-0.9999,negative
2017-11-17,0.152,0.757,0.091,-0.9999,negative
2017-11-18,0.126,0.797,0.077,-0.9998,negative
2017-11-19,0.123,0.793,0.084,-0.9997,negative
2017-11-20,0.14,0.77,0.089,-0.9999,negative
2017-11-21,0.162,0.76,0.078,-1.0,negative
2017-11-22,0.156,0.756,0.088,-0.9999,negative
2017-11-23,0.136,0.772,0.092,-0.9999,negative
2017-11-24,0.149,0.763,0.088,-0.9999,negative
2017-11-25,0.123,0.799,0.077,-0.9998,negative
2017-11-26,0.133,0.787,0.08,-0.9999,negative
2017-11-27,0.142,0.763,0.096,-0.9998,negative
2017-11-28,0.119,0.801,0.08,-0.9997,negative
2017-11-29,0.132,0.781,0.086,-0.9998,negative
2017-11-30,0.141,0.756,0.103,-0.9998,negative
2017-12-01,0.132,0.797,0.071,-0.9999,negative
2017-12-02,0.149,0.764,0.087,-0.9999,negative
2017-12-03,0.142,0.749,0.109,-0.9998,negative
2017-12-04,0.107,0.802,0.09,-0.9975,negative
2017-12-05,0.15,0.763,0.087,-0.9999,negative
2017-12-06,0.15,0.783,0.067,-1.0,negative
2017-12-07,0.139,0.784,0.077,-0.9999,negative
2017-12-08,0.156,0.766,0.078,-0.9999,negative
2017-12-09,0.133,0.777,0.09,-0.9998,negative
2017-12-10,0.129,0.782,0.089,-0.9998,negative
2017-12-11,0.151,0.743,0.106,-0.9999,negative
2017-12-12,0.137,0.782,0.081,-0.9999,negative
2017-12-13,0.147,0.772,0.082,-0.9999,negative
2017-12-14,0.14,0.78,0.08,-0.9999,negative
2017-12-15,0.142,0.766,0.092,-0.9999,negative
2017-12-16,0.142,0.771,0.087,-0.9999,negative
2017-12-17,0.141,0.759,0.1,-0.9998,negative
2017-12-18,0.11,0.791,0.1,-0.9962,negative
2017-12-19,0.123,0.755,0.122,-0.9916,negative
2017-12-20,0.147,0.768,0.084,-0.9999,negative
2017-12-21,0.125,0.783,0.092,-0.9997,negative
2017-12-22,0.149,0.757,0.094,-0.9999,negative
2017-12-23,0.146,0.766,0.088,-0.9999,negative
2017-12-24,0.134,0.778,0.088,-0.9998,negative
2017-12-25,0.137,0.75,0.113,-0.9995,negative
2017-12-26,0.134,0.766,0.1,-0.9998,negative
2017-12-27,0.135,0.775,0.09,-0.9999,negative
2017-12-28,0.147,0.761,0.092,-0.9999,negative
2017-12-29,0.15,0.745,0.105,-0.9999,negative
2017-12-30,0.129,0.79,0.08,-0.9998,negative
2017-12-31,0.133,0.772,0.095,-0.9998,negative
2018-01-01,0.117,0.763,0.12,-0.9722,negative
2018-01-02,0.112,0.801,0.087,-0.9994,negative
2018-01-03,0.102,0.84,0.059,-0.9996,negative
2018-01-04,0.151,0.766,0.083,-0.9999,negative
2018-01-05,0.134,0.776,0.09,-0.9998,negative
2018-01-06,0.145,0.777,0.078,-0.9999,negative
2018-01-07,0.148,0.77,0.082,-0.9999,negative
2018-01-08,0.139,0.763,0.098,-0.9998,negative
2018-01-09,0.136,0.765,0.098,-0.9998,negative
2018-01-10,0.137,0.79,0.074,-0.9999,negative
2018-01-11,0.145,0.765,0.091,-0.9999,negative
2018-01-12,0.143,0.771,0.086,-0.9999,negative
2018-01-13,0.138,0.781,0.081,-0.9999,negative
2018-01-14,0.134,0.764,0.102,-0.9998,negative
2018-01-15,0.134,0.767,0.099,-0.9997,negative
2018-01-16,0.147,0.776,0.077,-0.9999,negative
2018-01-17,0.097,0.849,0.054,-0.9997,negative
2018-01-18,0.107,0.816,0.077,-0.9995,negative
2018-01-19,0.158,0.752,0.09,-0.9999,negative
2018-01-20,0.13,0.774,0.096,-0.9997,negative
2018-01-21,0.152,0.751,0.096,-0.9999,negative
2018-01-22,0.084,0.837,0.079,0.7937,positive
2018-01-23,0.132,0.783,0.085,-0.9998,negative
2018-01-24,0.147,0.769,0.085,-0.9999,negative
2018-01-25,0.132,0.785,0.083,-0.9999,negative
2018-01-26,0.118,0.785,0.098,-0.9993,negative
2018-01-27,0.133,0.763,0.104,-0.9998,negative
2018-01-28,0.133,0.76,0.106,-0.9996,negative
2018-01-29,0.123,0.772,0.105,-0.9991,negative
2018-01-30,0.143,0.772,0.085,-0.9999,negative
2018-01-31,0.148,0.766,0.086,-0.9999,negative
2018-02-01,0.153,0.756,0.091,-0.9999,negative
2018-02-02,0.126,0.78,0.094,-0.9998,negative
2018-02-03,0.141,0.764,0.095,-0.9999,negative
2018-02-04,0.144,0.747,0.11,-0.9998,negative
2018-02-05,0.128,0.762,0.109,-0.9993,negative
2018-02-06,0.154,0.754,0.092,-0.9999,negative
2018-02-07,0.157,0.754,0.089,-0.9999,negative
2018-02-08,0.154,0.777,0.069,-1.0,negative
2018-02-09,0.154,0.765,0.081,-0.9999,negative
2018-02-10,0.127,0.79,0.084,-0.9998,negative
2018-02-11,0.134,0.788,0.078,-0.9999,negative
2018-02-12,0.152,0.761,0.087,-0.9999,negative
2018-02-13,0.136,0.775,0.089,-0.9999,negative
2018-02-14,0.142,0.764,0.094,-0.9998,negative
2018-02-15,0.15,0.763,0.087,-0.9999,negative
2018-02-16,0.154,0.763,0.083,-0.9999,negative
2018-02-17,0.118,0.787,0.095,-0.9994,negative
2018-02-18,0.142,0.762,0.096,-0.9999,negative
2018-02-19,0.161,0.749,0.091,-0.9999,negative
2018-02-20,0.13,0.798,0.072,-0.9999,negative
2018-02-21,0.157,0.756,0.088,-0.9999,negative
2018-02-22,0.129,0.783,0.088,-0.9998,negative
2018-02-23,0.158,0.76,0.082,-0.9999,negative
2018-02-24,0.143,0.785,0.072,-0.9999,negative
2018-02-25,0.119,0.811,0.071,-0.9998,negative
2018-02-26,0.147,0.767,0.086,-0.9999,negative
2018-02-27,0.133,0.791,0.076,-0.9999,negative
2018-02-28,0.138,0.781,0.081,-0.9999,negative
2018-03-01,0.131,0.781,0.088,-0.9998,negative
2018-03-02,0.145,0.752,0.103,-0.9999,negative
2018-03-03,0.116,0.784,0.1,-0.9992,negative
2018-03-04,0.132,0.795,0.073,-0.9999,negative
2018-03-05,0.139,0.773,0.088,-0.9999,negative
2018-03-06,0.148,0.774,0.078,-0.9999,negative
2018-03-07,0.135,0.776,0.09,-0.9999,negative
2018-03-08,0.148,0.778,0.073,-0.9999,negative
2018-03-09,0.135,0.766,0.099,-0.9998,negative
2018-03-10,0.15,0.772,0.077,-0.9999,negative
2018-03-11,0.149,0.764,0.087,-0.9999,negative
2018-03-12,0.152,0.752,0.096,-0.9999,negative
2018-03-13,0.141,0.767,0.092,-0.9999,negative
2018-03-14,0.137,0.776,0.088,-0.9999,negative
2018-03-15,0.135,0.781,0.084,-0.9999,negative
2018-03-16,0.132,0.78,0.088,-0.9998,negative
2018-03-17,0.159,0.761,0.081,-1.0,negative
2018-03-18,0.159,0.75,0.091,-0.9999,negative
2018-03-19,0.117,0.794,0.089,-0.9996,negative
2018-03-20,0.135,0.801,0.064,-0.9999,negative
2018-03-21,0.14,0.778,0.082,-0.9999,negative
2018-03-22,0.132,0.783,0.084,-0.9999,negative
2018-03-23,0.149,0.77,0.081,-0.9999,negative
2018-03-24,0.15,0.768,0.082,-0.9999,negative
2018-03-25,0.138,0.78,0.082,-0.9999,negative
2018-03-26,0.107,0.834,0.06,-0.9998,negative
2018-03-27,0.153,0.776,0.071,-1.0,negative
2018-03-28,0.14,0.775,0.084,-0.9999,negative
2018-03-29,0.158,0.777,0.065,-1.0,negative
2018-03-30,0.139,0.786,0.075,-0.9999,negative
2018-03-31,0.11,0.819,0.071,-0.9997,negative
2018-04-01,0.116,0.803,0.081,-0.9996,negative
2018-04-02,0.139,0.768,0.093,-0.9999,negative
2018-04-03,0.157,0.774,0.069,-0.9999,negative
2018-04-04,0.159,0.754,0.087,-0.9999,negative
2018-04-05,0.136,0.785,0.079,-0.9999,negative
2018-04-06,0.13,0.782,0.088,-0.9998,negative
2018-04-07,0.14,0.77,0.09,-0.9999,negative
2018-04-08,0.149,0.759,0.093,-0.9999,negative
2018-04-09,0.152,0.759,0.089,-0.9999,negative
2018-04-10,0.167,0.743,0.089,-1.0,negative
2018-04-11,0.151,0.765,0.084,-0.9999,negative
2018-04-12,0.11,0.837,0.053,-0.9997,negative
2018-04-13,0.162,0.762,0.077,-1.0,negative
2018-04-14,0.15,0.765,0.085,-0.9999,negative
2018-04-15,0.161,0.761,0.078,-1.0,negative
2018-04-16,0.143,0.762,0.094,-0.9999,negative
2018-04-17,0.158,0.744,0.098,-0.9999,negative
2018-04-18,0.161,0.776,0.063,-1.0,negative
2018-04-19,0.123,0.819,0.058,-0.9999,negative
2018-04-20,0.166,0.748,0.086,-1.0,negative
2018-04-21,0.149,0.764,0.087,-0.9999,negative
2018-04-22,0.152,0.771,0.076,-0.9999,negative
2018-04-23,0.127,0.795,0.078,-0.9998,negative
2018-04-24,0.137,0.792,0.071,-0.9999,negative
2018-04-25,0.15,0.775,0.075,-0.9999,negative
2018-04-26,0.145,0.763,0.091,-0.9999,negative
2018-04-27,0.134,0.781,0.084,-0.9999,negative
2018-04-28,0.126,0.78,0.094,-0.9998,negative
2018-04-29,0.132,0.779,0.089,-0.9998,negative
2018-04-30,0.096,0.83,0.074,-0.9989,negative
2018-05-01,0.137,0.766,0.097,-0.9999,negative
2018-05-02,0.133,0.787,0.08,-0.9999,negative
2018-05-03,0.157,0.741,0.101,-0.9999,negative
2018-05-04,0.154,0.749,0.097,-0.9999,negative
2018-05-05,0.162,0.747,0.091,-0.9999,negative
2018-05-06,0.14,0.769,0.091,-0.9999,negative
2018-05-07,0.139,0.767,0.094,-0.9999,negative
2018-05-08,0.138,0.779,0.083,-0.9999,negative
2018-05-09,0.14,0.777,0.082,-0.9999,negative
2018-05-10,0.159,0.777,0.064,-1.0,negative
2018-05-11,0.12,0.801,0.079,-0.9998,negative
2018-05-12,0.156,0.772,0.072,-1.0,negative
2018-05-13,0.13,0.791,0.079,-0.9999,negative
2018-05-14,0.128,0.791,0.082,-0.9999,negative
2018-05-15,0.143,0.77,0.087,-0.9999,negative
2018-05-16,0.124,0.786,0.09,-0.9997,negative
2018-05-17,0.148,0.778,0.074,-0.9999,negative
2018-05-18,0.137,0.777,0.086,-0.9999,negative
2018-05-19,0.138,0.767,0.095,-0.9999,negative
2018-05-20,0.144,0.771,0.085,-0.9999,negative
2018-05-21,0.155,0.75,0.095,-0.9999,negative
2018-05-22,0.157,0.752,0.091,-0.9999,negative
2018-05-23,0.11,0.82,0.07,-0.9997,negative
2018-05-24,0.121,0.803,0.076,-0.9998,negative
2018-05-25,0.119,0.814,0.067,-0.9999,negative
2018-05-26,0.135,0.776,0.089,-0.9999,negative
2018-05-27,0.136,0.773,0.091,-0.9998,negative
2018-05-28,0.129,0.789,0.082,-0.9999,negative
2018-05-29,0.144,0.77,0.086,-0.9999,negative
2018-05-30,0.156,0.758,0.086,-0.9999,negative
2018-05-31,0.146,0.768,0.086,-0.9999,negative
2018-06-01,0.154,0.745,0.102,-0.9999,negative
2018-06-02,0.147,0.774,0.079,-0.9999,negative
2018-06-03,0.127,0.784,0.088,-0.9998,negative
2018-06-04,0.14,0.771,0.089,-0.9999,negative
2018-06-05,0.134,0.776,0.09,-0.9999,negative
