publish_date,neg,neu,pos,compound,sentiment
2004-01-28,0.092,0.818,0.09,-0.8039,negative
2004-01-29,0.109,0.821,0.069,-0.9931,negative
2004-01-30,0.107,0.822,0.071,-0.9932,negative
2004-01-31,0.105,0.799,0.096,-0.9553,negative
2004-02-01,0.107,0.812,0.081,-0.9825,negative
2004-02-02,0.137,0.776,0.086,-0.9971,negative
2004-02-03,0.092,0.796,0.112,0.9472,positive
2004-02-04,0.118,0.793,0.088,-0.9947,negative
2004-02-05,0.126,0.821,0.053,-0.998,negative
2004-02-06,0.103,0.814,0.082,-0.9816,negative
2004-02-07,0.142,0.755,0.103,-0.9941,negative
2004-02-08,0.103,0.836,0.061,-0.9903,negative
2004-02-09,0.114,0.818,0.067,-0.9914,negative
2004-02-10,0.074,0.851,0.075,0.5362,positive
2004-02-11,0.171,0.769,0.061,-0.9993,negative
2004-02-12,0.116,0.807,0.077,-0.9928,negative
2004-02-13,0.113,0.803,0.084,-0.9864,negative
2004-02-14,0.072,0.852,0.076,0.6606,positive
2004-02-15,0.11,0.789,0.102,-0.9017,negative
2004-02-16,0.113,0.799,0.087,-0.9818,negative
2004-02-17,0.144,0.754,0.101,-0.9933,negative
2004-02-18,0.08,0.853,0.067,-0.8953,negative
2004-02-19,0.126,0.773,0.101,-0.9915,negative
2004-02-20,0.079,0.859,0.062,-0.9593,negative
2004-02-21,0.107,0.766,0.126,0.9413,positive
2004-02-22,0.082,0.855,0.063,-0.9206,negative
2004-02-23,0.107,0.796,0.097,-0.8994,negative
2004-02-24,0.118,0.82,0.062,-0.9943,negative
2004-02-25,0.132,0.79,0.078,-0.9962,negative
2004-02-26,0.113,0.83,0.057,-0.9974,negative
2004-02-27,0.128,0.796,0.076,-0.996,negative
2004-02-28,0.102,0.824,0.073,-0.9793,negative
2004-02-29,0.109,0.834,0.057,-0.9928,negative
2004-03-01,0.103,0.827,0.07,-0.9825,negative
2004-03-02,0.09,0.854,0.057,-0.9893,negative
2004-03-03,0.115,0.846,0.039,-0.9972,negative
2004-03-04,0.126,0.788,0.086,-0.9909,negative
2004-03-05,0.074,0.862,0.064,-0.9155,negative
2004-03-06,0.063,0.875,0.061,-0.7613,negative
2004-03-07,0.127,0.783,0.09,-0.978,negative
2004-03-08,0.077,0.868,0.055,-0.9107,negative
2004-03-09,0.124,0.802,0.074,-0.9959,negative
2004-03-10,0.125,0.808,0.068,-0.9934,negative
2004-03-11,0.125,0.774,0.101,-0.9817,negative
2004-03-12,0.155,0.761,0.084,-0.9973,negative
2004-03-13,0.105,0.819,0.076,-0.9791,negative
2004-03-14,0.12,0.793,0.087,-0.983,negative
2004-03-15,0.143,0.776,0.081,-0.9938,negative
2004-03-16,0.125,0.798,0.077,-0.9948,negative
2004-03-17,0.123,0.758,0.119,-0.7188,negative
2004-03-18,0.115,0.819,0.066,-0.9953,negative
2004-03-19,0.085,0.839,0.077,-0.4871,negative
2004-03-20,0.106,0.812,0.082,-0.9856,negative
2004-03-21,0.104,0.81,0.086,-0.8596,negative
2004-03-22,0.087,0.813,0.1,0.8697,positive
2004-03-23,0.104,0.819,0.077,-0.9898,negative
2004-03-24,0.104,0.811,0.085,-0.9705,negative
2004-03-25,0.087,0.835,0.078,0.125,positive
2004-03-26,0.116,0.803,0.081,-0.9914,negative
2004-03-27,0.138,0.747,0.115,-0.976,negative
2004-03-28,0.124,0.797,0.078,-0.9879,negative
2004-03-29,0.105,0.847,0.049,-0.9963,negative
2004-03-30,0.141,0.787,0.071,-0.9966,negative
2004-03-31,0.115,0.827,0.057,-0.9966,negative
2004-04-01,0.142,0.783,0.075,-0.9973,negative
2004-04-02,0.139,0.777,0.084,-0.9984,negative
2004-04-03,0.07,0.839,0.091,0.9905,positive
2004-04-04,0.092,0.81,0.098,-0.4277,negative
2004-04-05,0.115,0.815,0.07,-0.9974,negative
2004-04-06,0.147,0.773,0.081,-0.999,negative
2004-04-07,0.143,0.774,0.083,-0.9986,negative
2004-04-08,0.125,0.793,0.082,-0.9966,negative
2004-04-09,0.159,0.728,0.112,-0.9984,negative
2004-04-10,0.108,0.808,0.085,-0.9737,negative
2004-04-11,0.108,0.798,0.094,-0.9667,negative
2004-04-12,0.124,0.778,0.097,-0.975,negative
2004-04-13,0.136,0.765,0.099,-0.9897,negative
2004-04-14,0.137,0.751,0.112,-0.9779,negative
2004-04-15,0.11,0.824,0.066,-0.9927,negative
2004-04-16,0.133,0.793,0.074,-0.9974,negative
2004-04-17,0.153,0.777,0.07,-0.9983,negative
2004-04-18,0.148,0.775,0.078,-0.9975,negative
2004-04-19,0.12,0.796,0.084,-0.9874,negative
2004-04-20,0.105,0.819,0.076,-0.9861,negative
2004-04-21,0.117,0.812,0.072,-0.986,negative
2004-04-22,0.079,0.835,0.086,0.8615,positive
2004-04-23,0.174,0.747,0.078,-0.9987,negative
2004-04-24,0.157,0.768,0.075,-0.9987,negative
2004-04-25,0.109,0.798,0.093,-0.9737,negative
2004-04-26,0.12,0.796,0.085,-0.9798,negative
2004-04-27,0.128,0.806,0.066,-0.9974,negative
2004-04-28,0.119,0.799,0.082,-0.9809,negative
2004-04-29,0.086,0.84,0.073,-0.8839,negative
2004-04-30,0.101,0.789,0.11,0.9298,positive
2004-05-01,0.094,0.82,0.086,-0.9291,negative
2004-05-02,0.105,0.832,0.063,-0.9906,negative
2004-05-03,0.105,0.812,0.082,-0.9901,negative
2004-05-04,0.126,0.768,0.105,-0.9897,negative
2004-05-05,0.085,0.868,0.047,-0.9892,negative
2004-05-06,0.141,0.791,0.069,-0.9989,negative
2004-05-07,0.086,0.774,0.14,0.9958,positive
2004-05-08,0.083,0.852,0.064,-0.9765,negative
2004-05-09,0.137,0.792,0.071,-0.9975,negative
2004-05-10,0.137,0.776,0.087,-0.9985,negative
2004-05-11,0.117,0.782,0.101,-0.976,negative
2004-05-12,0.117,0.786,0.097,-0.9874,negative
2004-05-13,0.108,0.743,0.15,0.9942,positive
2004-05-14,0.112,0.816,0.072,-0.9959,negative
2004-05-15,0.114,0.784,0.103,-0.9755,negative
2004-05-16,0.052,0.871,0.076,0.9687,positive
2004-05-17,0.129,0.783,0.088,-0.9941,negative
2004-05-18,0.121,0.806,0.072,-0.9967,negative
2004-05-19,0.114,0.783,0.103,-0.9114,negative
2004-05-20,0.101,0.804,0.095,-0.9088,negative
2004-05-21,0.08,0.818,0.102,0.9754,positive
2004-05-22,0.101,0.784,0.115,0.8304,positive
2004-05-23,0.082,0.81,0.108,0.9618,positive
2004-05-24,0.077,0.816,0.106,0.9868,positive
2004-05-25,0.058,0.83,0.113,0.9971,positive
2004-05-26,0.087,0.81,0.102,0.9389,positive
2004-05-27,0.094,0.806,0.1,-0.7061,negative
2004-05-28,0.085,0.835,0.08,-0.9281,negative
2004-05-29,0.114,0.794,0.092,-0.9896,negative
2004-05-30,0.09,0.837,0.074,-0.9349,negative
2004-05-31,0.121,0.761,0.118,0.6708,positive
2004-06-01,0.07,0.81,0.12,0.9967,positive
2004-06-02,0.095,0.831,0.074,-0.9887,negative
2004-06-03,0.079,0.803,0.117,0.9919,positive
2004-06-04,0.089,0.857,0.054,-0.9903,negative
2004-06-05,0.114,0.815,0.071,-0.9907,negative
2004-06-06,0.075,0.816,0.109,0.9439,positive
2004-06-07,0.106,0.792,0.102,-0.8842,negative
2004-06-08,0.105,0.809,0.087,-0.9254,negative
2004-06-09,0.109,0.815,0.076,-0.9941,negative
2004-06-10,0.091,0.812,0.096,-0.6175,negative
2004-06-11,0.116,0.805,0.079,-0.9946,negative
2004-06-12,0.096,0.824,0.079,-0.9685,negative
2004-06-13,0.114,0.784,0.102,-0.694,negative
2004-06-14,0.113,0.814,0.072,-0.9962,negative
2004-06-15,0.127,0.805,0.068,-0.997,negative
2004-06-16,0.064,0.866,0.07,0.7714,positive
2004-06-17,0.112,0.791,0.096,-0.9649,negative
2004-06-18,0.099,0.833,0.068,-0.981,negative
2004-06-19,0.099,0.836,0.065,-0.9887,negative
2004-06-20,0.114,0.801,0.085,-0.9823,negative
2004-06-21,0.109,0.797,0.095,-0.9412,negative
2004-06-22,0.144,0.769,0.087,-0.9973,negative
2004-06-23,0.076,0.865,0.059,-0.9547,negative
2004-06-24,0.095,0.844,0.061,-0.9853,negative
2004-06-25,0.108,0.817,0.075,-0.9919,negative
2004-06-26,0.092,0.843,0.065,-0.9855,negative
2004-06-27,0.122,0.765,0.112,-0.9741,negative
2004-06-28,0.087,0.839,0.074,-0.9429,negative
2004-06-29,0.154,0.757,0.089,-0.9988,negative
2004-06-30,0.108,0.796,0.095,-0.9358,negative
2004-07-01,0.138,0.755,0.107,-0.9942,negative
2004-07-02,0.108,0.811,0.081,-0.9837,negative
2004-07-03,0.108,0.798,0.094,-0.951,negative
2004-07-04,0.132,0.794,0.074,-0.9956,negative
2004-07-05,0.104,0.859,0.037,-0.9975,negative
2004-07-06,0.136,0.77,0.095,-0.9964,negative
2004-07-07,0.145,0.76,0.094,-0.9985,negative
2004-07-08,0.078,0.814,0.109,0.9954,positive
2004-07-09,0.099,0.785,0.115,0.9462,positive
2004-07-10,0.113,0.792,0.095,-0.956,negative
2004-07-11,0.113,0.811,0.076,-0.9924,negative
2004-07-12,0.112,0.801,0.086,-0.9876,negative
2004-07-13,0.11,0.836,0.055,-0.9968,negative
2004-07-14,0.083,0.832,0.086,0.6824,positive
2004-07-15,0.088,0.849,0.063,-0.9752,negative
2004-07-16,0.091,0.837,0.072,-0.9724,negative
2004-07-17,0.105,0.808,0.087,-0.9765,negative
2004-07-18,0.131,0.812,0.057,-0.9978,negative
2004-07-19,0.099,0.84,0.06,-0.9916,negative
2004-07-20,0.098,0.83,0.072,-0.9757,negative
2004-07-21,0.128,0.808,0.065,-0.9968,negative
2004-07-22,0.112,0.816,0.073,-0.9928,negative
2004-07-23,0.143,0.786,0.071,-0.9979,negative
2004-07-24,0.081,0.843,0.076,-0.8924,negative
2004-07-25,0.166,0.75,0.084,-0.9968,negative
2004-07-26,0.144,0.81,0.047,-0.9986,negative
2004-07-27,0.117,0.777,0.107,-0.9037,negative
2004-07-28,0.135,0.784,0.081,-0.9969,negative
2004-07-29,0.137,0.773,0.089,-0.9947,negative
2004-07-30,0.13,0.787,0.083,-0.9962,negative
2004-07-31,0.111,0.79,0.098,-0.9617,negative
2004-08-01,0.116,0.815,0.069,-0.9917,negative
2004-08-02,0.072,0.857,0.07,-0.5591,negative
2004-08-03,0.146,0.763,0.092,-0.9963,negative
2004-08-04,0.144,0.77,0.085,-0.998,negative
2004-08-05,0.132,0.793,0.075,-0.9974,negative
2004-08-06,0.129,0.759,0.112,-0.988,negative
2004-08-07,0.126,0.786,0.088,-0.9944,negative
2004-08-08,0.078,0.852,0.07,-0.8139,negative
2004-08-09,0.131,0.823,0.046,-0.9972,negative
2004-08-10,0.075,0.867,0.058,-0.9401,negative
2004-08-11,0.138,0.783,0.079,-0.9974,negative
2004-08-12,0.119,0.815,0.066,-0.9897,negative
2004-08-13,0.141,0.796,0.063,-0.9987,negative
2004-08-14,0.109,0.815,0.075,-0.9925,negative
2004-08-15,0.077,0.832,0.09,-0.3176,negative
2004-08-16,0.111,0.754,0.134,0.9484,positive
2004-08-17,0.125,0.795,0.08,-0.9934,negative
2004-08-18,0.121,0.81,0.069,-0.9954,negative
2004-08-19,0.15,0.783,0.067,-0.9982,negative
2004-08-20,0.102,0.83,0.068,-0.9884,negative
2004-08-21,0.135,0.766,0.1,-0.9872,negative
2004-08-22,0.125,0.791,0.084,-0.9896,negative
2004-08-23,0.159,0.766,0.075,-0.9988,negative
2004-08-24,0.102,0.855,0.043,-0.9955,negative
2004-08-25,0.125,0.756,0.119,-0.9015,negative
2004-08-26,0.177,0.759,0.065,-0.9995,negative
2004-08-27,0.132,0.748,0.12,-0.962,negative
2004-08-28,0.072,0.846,0.082,0.9114,positive
2004-08-29,0.11,0.798,0.092,-0.9372,negative
2004-08-30,0.099,0.846,0.055,-0.9947,negative
2004-08-31,0.118,0.77,0.112,-0.9651,negative
2004-09-01,0.116,0.804,0.08,-0.9921,negative
2004-09-02,0.097,0.814,0.089,-0.8064,negative
2004-09-03,0.126,0.797,0.077,-0.9979,negative
2004-09-04,0.1,0.818,0.082,-0.9655,negative
2004-09-05,0.144,0.754,0.102,-0.9909,negative
2004-09-06,0.111,0.844,0.045,-0.9972,negative
2004-09-07,0.113,0.817,0.069,-0.9956,negative
2004-09-08,0.116,0.798,0.086,-0.9816,negative
2004-09-09,0.12,0.796,0.084,-0.9903,negative
2004-09-10,0.131,0.79,0.079,-0.9951,negative
2004-09-11,0.117,0.792,0.092,-0.9823,negative
2004-09-12,0.092,0.845,0.063,-0.9823,negative
2004-09-13,0.093,0.808,0.1,0.4927,positive
2004-09-14,0.118,0.813,0.07,-0.9965,negative
2004-09-15,0.118,0.816,0.065,-0.9957,negative
2004-09-16,0.115,0.795,0.09,-0.988,negative
2004-09-17,0.125,0.76,0.114,-0.975,negative
2004-09-18,0.103,0.813,0.083,-0.9755,negative
2004-09-19,0.102,0.824,0.074,-0.9657,negative
2004-09-20,0.09,0.846,0.065,-0.9884,negative
2004-09-21,0.084,0.853,0.063,-0.9668,negative
2004-09-22,0.115,0.815,0.071,-0.9862,negative
2004-09-23,0.162,0.77,0.069,-0.9986,negative
2004-09-24,0.111,0.819,0.07,-0.9946,negative
2004-09-25,0.09,0.807,0.103,0.7669,positive
2004-09-26,0.082,0.815,0.103,0.9418,positive
2004-09-27,0.117,0.825,0.058,-0.9963,negative
2004-09-28,0.075,0.836,0.089,0.9356,positive
2004-09-29,0.099,0.833,0.068,-0.9897,negative
2004-09-30,0.087,0.832,0.08,-0.9484,negative
2004-10-01,0.125,0.796,0.078,-0.9895,negative
2004-10-02,0.129,0.785,0.087,-0.9797,negative
2004-10-03,0.13,0.764,0.106,-0.8994,negative
2004-10-04,0.118,0.794,0.088,-0.9838,negative
2004-10-05,0.109,0.813,0.079,-0.978,negative
2004-10-06,0.105,0.828,0.067,-0.989,negative
2004-10-07,0.118,0.858,0.024,-0.9968,negative
2004-10-08,0.097,0.833,0.07,-0.9702,negative
2004-10-09,0.154,0.766,0.08,-0.9965,negative
2004-10-10,0.069,0.853,0.078,-0.3923,negative
2004-10-11,0.137,0.815,0.048,-0.9971,negative
2004-10-12,0.117,0.814,0.069,-0.9871,negative
2004-10-13,0.108,0.809,0.083,-0.9756,negative
2004-10-14,0.137,0.753,0.111,-0.9636,negative
2004-10-15,0.11,0.832,0.059,-0.9867,negative
2004-10-16,0.073,0.82,0.108,0.9791,positive
2004-10-17,0.108,0.731,0.162,0.9952,positive
2004-10-18,0.08,0.845,0.074,-0.7472,negative
2004-10-19,0.118,0.774,0.108,-0.9231,negative
2004-10-20,0.107,0.803,0.09,-0.923,negative
2004-10-21,0.1,0.819,0.082,-0.9488,negative
2004-10-22,0.119,0.782,0.099,-0.941,negative
2004-10-23,0.094,0.825,0.081,-0.7069,negative
2004-10-24,0.113,0.793,0.094,-0.9664,negative
2004-10-25,0.135,0.821,0.044,-0.9948,negative
2004-10-26,0.139,0.801,0.06,-0.9969,negative
2004-10-27,0.139,0.808,0.053,-0.9953,negative
2004-10-28,0.131,0.804,0.066,-0.9959,negative
2004-10-29,0.09,0.847,0.062,-0.9838,negative
2004-10-30,0.123,0.817,0.06,-0.9822,negative
2004-10-31,0.082,0.853,0.066,-0.8613,negative
2004-11-01,0.087,0.837,0.075,-0.8199,negative
2004-11-02,0.167,0.753,0.08,-0.998,negative
2004-11-03,0.125,0.758,0.117,-0.8301,negative
2004-11-04,0.107,0.834,0.058,-0.9881,negative
2004-11-05,0.09,0.825,0.086,0.3769,positive
2004-11-06,0.161,0.723,0.116,-0.9893,negative
2004-11-07,0.084,0.82,0.097,0.7865,positive
2004-11-08,0.101,0.796,0.103,-0.7184,negative
2004-11-09,0.092,0.821,0.087,-0.7732,negative
2004-11-10,0.059,0.859,0.082,0.9402,positive
2004-11-11,0.164,0.745,0.091,-0.9964,negative
2004-11-12,0.175,0.746,0.079,-0.995,negative
2004-11-13,0.195,0.704,0.101,-0.9656,negative
2004-11-14,0.132,0.777,0.091,-0.9476,negative
2004-11-15,0.162,0.784,0.054,-0.997,negative
2004-11-16,0.134,0.8,0.066,-0.9921,negative
2004-11-17,0.154,0.739,0.107,-0.9908,negative
2004-11-18,0.114,0.777,0.109,-0.7142,negative
2004-11-19,0.078,0.856,0.066,-0.8553,negative
2004-11-20,0.098,0.815,0.087,-0.7359,negative
2004-11-21,0.107,0.819,0.074,-0.9289,negative
2004-11-22,0.083,0.844,0.073,-0.9008,negative
2004-11-23,0.098,0.838,0.064,-0.9615,negative
2004-11-24,0.109,0.821,0.07,-0.9841,negative
2004-11-25,0.093,0.846,0.06,-0.9401,negative
2004-11-26,0.079,0.839,0.082,0.3595,positive
2004-11-27,0.119,0.796,0.085,-0.9702,negative
2004-11-28,0.076,0.854,0.07,-0.3527,negative
2004-11-29,0.101,0.79,0.109,0.6182,positive
2004-11-30,0.084,0.819,0.097,0.8423,positive
2004-12-01,0.089,0.851,0.06,-0.7717,negative
2004-12-02,0.075,0.838,0.087,0.4997,positive
2004-12-03,0.107,0.832,0.061,-0.9806,negative
2004-12-04,0.092,0.801,0.108,0.6662,positive
2004-12-05,0.097,0.833,0.07,-0.9138,negative
2004-12-06,0.092,0.827,0.081,-0.8824,negative
2004-12-07,0.077,0.861,0.061,-0.8848,negative
2004-12-08,0.141,0.749,0.11,-0.9629,negative
2004-12-09,0.117,0.812,0.071,-0.9656,negative
2004-12-10,0.102,0.782,0.116,-0.4308,negative
2004-12-11,0.099,0.852,0.049,-0.9672,negative
2004-12-12,0.086,0.8,0.114,0.8869,positive
2004-12-13,0.122,0.776,0.102,-0.9438,negative
2004-12-14,0.149,0.799,0.052,-0.9956,negative
2004-12-15,0.144,0.755,0.101,-0.9908,negative
2004-12-16,0.13,0.77,0.101,-0.9753,negative
2004-12-17,0.159,0.77,0.072,-0.9974,negative
2004-12-18,0.172,0.741,0.087,-0.9912,negative
2004-12-19,0.105,0.773,0.122,0.7882,positive
2004-12-20,0.16,0.786,0.054,-0.9979,negative
2004-12-21,0.153,0.75,0.097,-0.9922,negative
2004-12-22,0.124,0.766,0.11,-0.9398,negative
2004-12-23,0.113,0.818,0.069,-0.9878,negative
2004-12-24,0.115,0.753,0.132,0.9071,positive
2004-12-25,0.041,0.838,0.12,0.9686,positive
2004-12-26,0.111,0.833,0.055,-0.9369,negative
2004-12-27,0.152,0.75,0.098,-0.9953,negative
2004-12-28,0.162,0.708,0.13,-0.9878,negative
2004-12-29,0.091,0.826,0.083,0.2783,positive
2004-12-30,0.148,0.767,0.086,-0.9948,negative
2004-12-31,0.13,0.78,0.09,-0.9832,negative
2005-01-01,0.078,0.8,0.122,0.9734,positive
2005-01-02,0.098,0.813,0.089,-0.9545,negative
2005-01-03,0.114,0.802,0.084,-0.9731,negative
2005-01-04,0.064,0.878,0.059,-0.8284,negative
2005-01-05,0.11,0.805,0.085,-0.9757,negative
2005-01-06,0.072,0.826,0.102,0.9417,positive
2005-01-07,0.092,0.833,0.076,-0.9721,negative
2005-01-08,0.077,0.795,0.127,0.9779,positive
2005-01-09,0.149,0.743,0.108,-0.9882,negative
2005-01-10,0.067,0.823,0.11,0.9673,positive
2005-01-11,0.119,0.778,0.102,-0.9771,negative
2005-01-12,0.106,0.806,0.088,-0.9548,negative
2005-01-13,0.098,0.8,0.101,-0.5013,negative
2005-01-14,0.054,0.882,0.064,0.781,positive
2005-01-15,0.08,0.86,0.06,-0.932,negative
2005-01-16,0.065,0.813,0.122,0.9832,positive
2005-01-17,0.126,0.8,0.075,-0.9922,negative
2005-01-18,0.174,0.766,0.06,-0.999,negative
2005-01-19,0.083,0.844,0.073,-0.7498,negative
2005-01-20,0.099,0.824,0.077,-0.9655,negative
2005-01-21,0.099,0.793,0.108,0.899,positive
2005-01-22,0.111,0.809,0.08,-0.98,negative
2005-01-23,0.144,0.789,0.067,-0.9883,negative
2005-01-24,0.073,0.849,0.078,0.873,positive
2005-01-25,0.099,0.841,0.061,-0.9849,negative
2005-01-26,0.09,0.796,0.114,0.8242,positive
2005-01-27,0.113,0.76,0.127,0.8729,positive
2005-01-28,0.102,0.809,0.089,-0.9376,negative
2005-01-29,0.064,0.849,0.087,0.8959,positive
2005-01-30,0.106,0.793,0.101,0.1591,positive
2005-01-31,0.112,0.814,0.073,-0.9805,negative
2005-02-01,0.135,0.787,0.078,-0.9946,negative
2005-02-02,0.083,0.838,0.08,-0.6823,negative
2005-02-03,0.086,0.867,0.047,-0.9898,negative
2005-02-04,0.085,0.826,0.09,-0.4945,negative
2005-02-05,0.091,0.814,0.095,-0.7903,negative
2005-02-06,0.086,0.779,0.134,0.9609,positive
2005-02-07,0.113,0.784,0.103,-0.8525,negative
2005-02-08,0.118,0.807,0.075,-0.9756,negative
2005-02-09,0.079,0.863,0.058,-0.949,negative
2005-02-10,0.098,0.792,0.11,0.6669,positive
2005-02-11,0.098,0.824,0.078,-0.9413,negative
2005-02-12,0.103,0.807,0.089,-0.8598,negative
2005-02-13,0.102,0.825,0.073,-0.8967,negative
2005-02-14,0.085,0.806,0.109,0.9524,positive
2005-02-15,0.099,0.816,0.084,-0.9309,negative
2005-02-16,0.069,0.882,0.048,-0.9419,negative
2005-02-17,0.078,0.849,0.072,-0.842,negative
2005-02-18,0.085,0.843,0.072,-0.8493,negative
2005-02-19,0.088,0.849,0.062,-0.9105,negative
2005-02-20,0.17,0.721,0.109,-0.9853,negative
2005-02-21,0.099,0.834,0.067,-0.9613,negative
2005-02-22,0.059,0.856,0.085,0.9083,positive
2005-02-23,0.132,0.777,0.091,-0.9874,negative
2005-02-24,0.116,0.798,0.085,-0.9932,negative
2005-02-25,0.072,0.82,0.107,0.9748,positive
2005-02-26,0.085,0.796,0.12,0.977,positive
2005-02-27,0.078,0.86,0.062,-0.6802,negative
2005-02-28,0.069,0.801,0.13,0.9959,positive
2005-03-01,0.094,0.792,0.115,0.9727,positive
2005-03-02,0.115,0.815,0.07,-0.9873,negative
2005-03-03,0.071,0.818,0.111,0.9884,positive
2005-03-04,0.097,0.825,0.078,-0.9583,negative
2005-03-05,0.102,0.813,0.085,-0.8548,negative
2005-03-06,0.096,0.761,0.143,0.9652,positive
2005-03-07,0.077,0.839,0.085,-0.5862,negative
2005-03-08,0.077,0.831,0.092,0.687,positive
2005-03-09,0.097,0.823,0.08,-0.958,negative
2005-03-10,0.087,0.819,0.094,0.7736,positive
2005-03-11,0.068,0.847,0.086,0.9701,positive
2005-03-12,0.072,0.84,0.088,0.8989,positive
2005-03-13,0.073,0.848,0.08,0.5469,positive
2005-03-14,0.066,0.875,0.059,-0.9437,negative
2005-03-15,0.081,0.819,0.1,0.9441,positive
2005-03-16,0.098,0.833,0.069,-0.9671,negative
2005-03-17,0.076,0.857,0.067,-0.8466,negative
2005-03-18,0.123,0.799,0.078,-0.9932,negative
2005-03-19,0.121,0.831,0.048,-0.9942,negative
2005-03-20,0.085,0.825,0.09,-0.7939,negative
2005-03-21,0.097,0.763,0.14,0.9758,positive
2005-03-22,0.131,0.805,0.065,-0.9937,negative
2005-03-23,0.086,0.851,0.064,-0.9112,negative
2005-03-24,0.053,0.848,0.1,0.9838,positive
2005-03-25,0.082,0.821,0.097,0.8152,positive
2005-03-26,0.099,0.821,0.08,-0.8093,negative
2005-03-27,0.082,0.834,0.084,0.1179,positive
2005-03-28,0.106,0.81,0.084,-0.7828,negative
2005-03-29,0.108,0.831,0.061,-0.9849,negative
2005-03-30,0.086,0.763,0.151,0.9905,positive
2005-03-31,0.098,0.823,0.079,-0.8361,negative
2005-04-01,0.178,0.753,0.068,-0.9982,negative
2005-04-02,0.116,0.75,0.135,0.9284,positive
2005-04-03,0.078,0.813,0.108,0.9259,positive
2005-04-04,0.129,0.781,0.09,-0.9676,negative
2005-04-05,0.164,0.749,0.088,-0.9794,negative
2005-04-06,0.092,0.839,0.068,-0.9367,negative
2005-04-07,0.074,0.861,0.066,-0.8706,negative
2005-04-08,0.125,0.793,0.082,-0.9744,negative
2005-04-09,0.073,0.837,0.09,0.8444,positive
2005-04-10,0.07,0.831,0.098,0.9121,positive
2005-04-11,0.076,0.859,0.065,-0.8974,negative
2005-04-12,0.062,0.868,0.071,0.7669,positive
2005-04-13,0.069,0.841,0.09,0.9375,positive
2005-04-14,0.097,0.815,0.088,-0.5312,negative
2005-04-15,0.152,0.781,0.067,-0.9957,negative
2005-04-16,0.096,0.836,0.069,-0.9447,negative
2005-04-17,0.076,0.781,0.142,0.9903,positive
2005-04-18,0.09,0.792,0.118,0.9444,positive
2005-04-19,0.127,0.829,0.045,-0.9944,negative
2005-04-20,0.087,0.845,0.068,-0.9376,negative
2005-04-21,0.137,0.81,0.053,-0.993,negative
2005-04-22,0.125,0.797,0.079,-0.9857,negative
2005-04-23,0.104,0.822,0.074,-0.9602,negative
2005-04-24,0.082,0.82,0.097,0.6421,positive
2005-04-25,0.115,0.856,0.029,-0.994,negative
2005-04-26,0.162,0.773,0.065,-0.9974,negative
2005-04-27,0.166,0.751,0.083,-0.996,negative
2005-04-28,0.164,0.746,0.09,-0.9951,negative
2005-04-29,0.161,0.759,0.08,-0.9935,negative
2005-04-30,0.081,0.806,0.113,0.8602,positive
2005-05-01,0.046,0.867,0.087,0.9568,positive
2005-05-02,0.065,0.904,0.031,-0.9228,negative
2005-05-03,0.154,0.759,0.087,-0.9956,negative
2005-05-04,0.138,0.805,0.057,-0.9966,negative
2005-05-05,0.066,0.885,0.049,-0.8887,negative
2005-05-06,0.165,0.746,0.09,-0.9942,negative
2005-05-07,0.134,0.786,0.079,-0.9949,negative
2005-05-08,0.142,0.775,0.083,-0.9689,negative
2005-05-09,0.088,0.787,0.125,0.938,positive
2005-05-10,0.12,0.781,0.099,-0.9624,negative
2005-05-11,0.098,0.858,0.044,-0.9896,negative
2005-05-12,0.128,0.799,0.073,-0.9862,negative
2005-05-13,0.173,0.75,0.077,-0.9981,negative
2005-05-14,0.181,0.753,0.067,-0.9975,negative
2005-05-15,0.119,0.81,0.072,-0.9882,negative
2005-05-16,0.122,0.785,0.092,-0.9427,negative
2005-05-17,0.106,0.829,0.065,-0.9677,negative
2005-05-18,0.132,0.811,0.057,-0.9966,negative
2005-05-19,0.141,0.739,0.119,-0.9825,negative
2005-05-20,0.08,0.821,0.099,0.9084,positive
2005-05-21,0.142,0.77,0.088,-0.9913,negative
2005-05-22,0.069,0.849,0.082,0.8124,positive
2005-05-23,0.137,0.8,0.063,-0.9836,negative
2005-05-24,0.129,0.804,0.067,-0.9912,negative
2005-05-25,0.135,0.785,0.08,-0.9926,negative
2005-05-26,0.092,0.797,0.111,0.8427,positive
2005-05-27,0.11,0.801,0.09,-0.9075,negative
2005-05-28,0.09,0.854,0.056,-0.9654,negative
2005-05-29,0.102,0.851,0.046,-0.9857,negative
2005-05-30,0.038,0.837,0.125,0.9792,positive
2005-05-31,0.132,0.812,0.055,-0.9888,negative
2005-06-01,0.162,0.764,0.074,-0.9964,negative
2005-06-02,0.176,0.762,0.062,-0.998,negative
2005-06-03,0.164,0.74,0.096,-0.9964,negative
2005-06-04,0.134,0.797,0.068,-0.9912,negative
2005-06-05,0.081,0.865,0.054,-0.9143,negative
2005-06-06,0.073,0.837,0.09,0.787,positive
2005-06-07,0.111,0.838,0.051,-0.9504,negative
2005-06-08,0.137,0.813,0.05,-0.9967,negative
2005-06-09,0.107,0.839,0.053,-0.9864,negative
2005-06-10,0.094,0.835,0.071,-0.8749,negative
2005-06-11,0.089,0.788,0.124,0.948,positive
2005-06-12,0.128,0.83,0.041,-0.9901,negative
2005-06-13,0.099,0.814,0.087,-0.6036,negative
2005-06-14,0.123,0.791,0.086,-0.9811,negative
